PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Monti-Birkenmeier, M; Diociaiuti, T; Badewien, TH; Schulz, AC; Friedrichs, A; Meyer, B				Monti-Birkenmeier, Marina; Diociaiuti, Tommaso; Badewien, Thomas H.; Schulz, Anne-Christin; Friedrichs, Anna; Meyer, Bettina			Spatial distribution of microzooplankton in different areas of the northern Antarctic Peninsula region, with an emphasis on tintinnids	POLAR BIOLOGY												The Western Antarctic Peninsula (WAP) is experiencing rapid climate warming, resulting in affecting the marine food web. To investigate the microzooplankton spatial distribution and to assess how climate change could affect the tintinnids community, sea water samples were collected during late summer 2018 at 19 stations in three different areas: Deception Island, Elephant Island and Antarctic Sound. The microzooplankton community comprised mainly tintinnids, aloricate ciliates, heterotrophic dinoflagellates and micrometazoans. Microzooplankton abundance varied between 3 and 109 ind. L-1 and biomass ranged from 0.009 to 2.55 mu g C L-1. Significant differences in terms of abundance and taxonomic composition of microzooplankton were found among the three sampling areas. Deception Island area showed 44% of tintinnids and the rest were heterotrophic dinoflagellate, aloricate ciliates and micrometazoans. In Elephant Island and Antarctic Sound areas, tintinnids reached, respectively, 73% and 83% of the microzooplankton composition, with all the other groups varying between 20 and 30%. Tintinnids were the most representative group in the area, with the species Codonellopsis balechi, Codonellopsis glacialis, Cymatocylis convallaria and Cymatocylis drygalskii. The highest amounts of tintinnids were found at the surface and 100 m depth. The above mentioned species may be considered key species for the WAP and therefore they can be used to track environmental and hydrographical changes in the area. In late summer, microzooplankton presented low abundances and biomass, nevertheless they represented an important fraction of the planktonic community in the area.					Monti, Marina/0000-0001-5198-7798												0722-4060	1432-2056				SEP	2021	44	9					1749	1764		10.1007/s00300-021-02910-8		JUL 2021					WOS:000672246000001						
J	Bryan, PJ; McClintock, JB; Baker, BJ				Bryan, PJ; McClintock, JB; Baker, BJ			Population biology and antipredator defenses of the shallow-water Antarctic nudibranch Tritoniella belli	MARINE BIOLOGY												The circumpolar nudibranch Tritoniella belli Eliot occurs in abundance in shallow-water benthic communities of McMurdo Sound, Antarctica. Density estimates based on belt transects averaged collectively 0.46 individuals m(-2) at three study sites between depths of 6 and 30 m in November 1996. At two of the sites, population densities increased linearly between 18 and 30 m depth (up to 0.7 and 1.15 individuals m(-2) at 30 m depth). Individuals at all sites were rare or absent at depths shallower than 12 m. Size frequencies of individuals at the sites were similar, and a pooled analysis revealed a unimodal distribution skewed highly towards juvenile size classes. This suggests both recent recruitment and constant rates of mortality across size classes. The relationship between foot length and wet weight best fits an exponential growth equation, indicative of an allometric growth pattern. Distribution of T. belli in the field suggests that it is a habitat and diet generalist. Potential invertebrate predators include sea anemones and seastars, both of which co-occur in abundance in McMurdo Sound. Laboratory experiments indicate that the sea anemone Isotealia antarctica can capture and ingest T. belli. However, 70% of T. belli that are captured escape from the tentacles or, following ingestion, are rejected from the gastrovascular cavity. The seastars Odontaster validus, Perknaster fuscus, and Acodontaster conspicuus, avoid contact with T. belli, but if forced into contact with mantle tissues, retract their tube-feet. Mucus secreted from the mantle tissues, coated on to the tips of glass rods, and presented to seastar tube-feet, causes significantly longer tube-foot retraction times than control rods. Moreover, pieces of freeze-dried krill coated with mantle mucus are consumed significantly less often than untreated control pieces of krill by a benthic scavenging fish (Pseudotrematomas bernacchi). Employing seastar tube-foot retractions as a bioassay, we found the bioactive compound(s) are soluble in ethyl acetate, indicating they are lipophilic or moderately hydrophilic in nature. Chemical defenses in the mucus of T. belli probably contribute to its high abundance in Antarctic benthic communities.				Baker, Bill/N-4312-2019													0025-3162					SEP	1998	132	2					259	265		10.1007/s002270050391							WOS:000076453700009						
J	Asher, EC; Dacey, JWH; Stukel, M; Long, MC; Tortell, PD				Asher, E. C.; Dacey, J. W. H.; Stukel, M.; Long, M. C.; Tortell, P. D.			Processes driving seasonal variability in DMS, DMSP, and DMSO concentrations and turnover in coastal Antarctic waters	LIMNOLOGY AND OCEANOGRAPHY												This study presents new measurements of the concentrations and turnover rates of dimethyl sulfide (DMS), dimethylsulfoniopropionate (DMSP), and dimethyl sulfoxide (DMSO) in coastal waters near Palmer Station, Antarctica, during the spring and summer of 2012-2013. Using several novel analytical and experimental techniques, we document variability in DMS, DMSP, and DMSO (DMS/P/O) concentrations and quantify dominant production and removal terms in the mixed layer DMS budget. Our results demonstrate considerable seasonal variability in the concentration of DMS (range 0-20 nM), total DMSP (8-160 nM), and total DMSO (4-160 nM). Over the seasonal cycle, dissolved DMSP concentrations were well correlated with total DMSP concentrations and the abundance of Phaeocystis antarctica, while DMSO concentrations (total and dissolved) were well correlated with DMS concentrations. DMSP cleavage from the dissolved pool (mean rate=5.5 nM d(-1)) and release from microzooplankton grazing (mean 5.6 nM d(-1)) were the dominant sources of DMS, with smaller DMS production rates associated with DMSO reduction from the dissolved pool (mean 2.6 nM d(-1)) and krill grazing (mean 0.82 nM d(-1)). Specific rate constants for DMSP cleavage were inversely related to net primary production. Bacterial uptake was a primary contributor to DMS removal (mean -12 nM d(-1)), and we observed a significant correlation between bacterial production and gross DMS loss rate constants. Estimated sea-air flux and photo-oxidation constituted secondary DMS sinks. Our experimental and analytical methods provide insight into the DMS/P/O cycle at Palmer Station, and a starting point for future studies examining inter-annual DMS/P/O variability in coastal Antarctic waters.					Tortell, Philippe/0000-0003-0212-2151; Stukel, Michael/0000-0002-7696-6739; Long, Matthew/0000-0003-1273-2957												0024-3590	1939-5590				JAN	2017	62	1					104	124		10.1002/lno.10379							WOS:000393804600007						
J	RIBIC, CA; AINLEY, DG; FRASER, WR				RIBIC, CA; AINLEY, DG; FRASER, WR			HABITAT SELECTION BY MARINE MAMMALS IN THE MARGINAL ICE-ZONE	ANTARCTIC SCIENCE												As part of the multi-disciplinary project, Antarctic Marine Ecosystem Research at the Ice Edge Zone (AMERIEZ), habitat selection by marine mammals was investigated within the marginal ice zone in relation to measured ice variables and other environmental factors. Data were collected on three cruises to the southern Scotia and northern Weddell seas during spring 1983, autumn 1986, and winter 1988. During winter, Antarctic fur seals were significantly associated with drift, pancake, brash ice, icebergs, and areas of uneven floe distribution, all characteristic of the marginal ice zone. Fur seals were seen in open water close to the ice edge during autumn, but during spring, as the pack ice began to retreat rapidly, animals were seen more often away from the ice. Minke whales were also associated with pancake and new ice but were seen further into the pack ice during both winter and autumn. The largest groups of minke whales during winter were observed with a large krill swarm in new ice. Crabeater seal was exclusively a species of the deep pack ice during all seasons and was associated with ice cover of 7-8 oktas and evenly distributed ice floes.																	0954-1020					JUN	1991	3	2					181	186		10.1017/S0954102091000214							WOS:A1991FR41900006						
J	Alurralde, G; Fuentes, VL; Maggioni, T; Movilla, J; Olariaga, A; Orejas, C; Schloss, IR; Tatian, M				Alurralde, Gaston; Fuentes, Veronica L.; Maggioni, Tamara; Movilla, Juancho; Olariaga, Alejandro; Orejas, Covadonga; Schloss, Irene R.; Tatian, Marcos			Role of suspension feeders in antarctic pelagic-benthic coupling: Trophic ecology and potential carbon sinks under climate change	MARINE ENVIRONMENTAL RESEARCH												Sea-ice and coastal glacier loss in the Western Antarctic Peninsula open new ice-free areas. They allowing primary production and providing new seabed for colonisation, both acting as a negative feedback of climate change. However, the injection of sediment-laden runoff from the melting of land-terminating glaciers may reduce this feedback. Changes in particulate matter will affect nutrition and excretion (faeces stoichiometry and properties) of suspension feeders, reshaping coastal carbon dynamics and pelagic-benthic coupling. Absorption efficiency and biodeposition of Euphausia superba and Cnemidocarpa verrucosa were quantified for different food treatments and varying sediment concentrations. Both species showed high overall absorption efficiency for free-sediment diets, but were negatively affected by sediment addition. High sediment conditions increased krill biodeposition, while it decreased in ascidians. Energy balance estimation indicated high carbon sink potential in ascidians, but it is modulated by food characteristics and negatively affected by sediment inputs in the water column.					Alurralde, Gaston/0000-0002-0332-3978; Tatian, Marcos/0000-0002-9092-9184												0141-1136	1879-0291				DEC	2019	152								104790	10.1016/j.marenvres.2019.104790							WOS:000499736700004	31537412					
J	Daneri, GA				Daneri, GA			Fish diet of the Antarctic fur seal, Arctocephalus gazella, in summer, at Stranger Point, King George Island, South Shetland Islands	POLAR BIOLOGY												In February 1992, 34 faecal samples from non-breeding male Antarctic fur seals, Arctocephalus gazella, were collected at Stranger Point, King George Island, South Shetlands. Fish constituted an important part of the diet, occurring in 90% of those seats containing prey remains. From 1162 otoliths found in the faeces, 1086 were identified to at least family level. Myctophids and nototheniids represented together almost 90% of the fish eaten. The dominant species were Gymnoscopelus nicholsi, Pleuragramma antarcticum and Electrona antarctica, contributing 33.3%, 30.8% and 12.0% of the otoliths respectively. The standard length of these three species was estimated from otoliths with little or no signs of erosion. This study showed that fur seals fed mainly on pelagic fish species that are often associated with krill. These findings are corroborated by fur seal diving patterns.																	0722-4060					MAY	1996	16	5					353	355									WOS:A1996UM01000007						
J	Salihoglu, B; Fraser, WR; Hofmann, EE				Salihoglu, B; Fraser, WR; Hofmann, EE			Factors affecting fledging weight of Adelie penguin (Pygoscelis adeliae) chicks: a modeling study	POLAR BIOLOGY												An individual-based model is developed to examine mechanisms that potentially underlie the observed constancy in fledging weight (2.8-3.2 kg) of Adelie (4Pygoscelis adeliae) penguin chicks, in spite of large variability in the abundance of Antarctic krill (Euphausia superba), the primary food source. The model describes the energetic requirements of the chick. with growth resulting from the difference between assimilated energy and respiration. Parameterizations of these metabolic processes are based upon experimental and field observations. Ingestion of Antarctic krill by the chick is dependent on the frequency of food delivery to the chick by the adults, which is based on measured foraging times. The mass, size, and size frequency distribution of Antarctic krill fed to the chick are specified using empirical data. The energy content of the Ant arctic krill provided to the chick is taken to be constant or allowed to vary with size. The simulations show that food availability is most critical in the latter portion of chick development, when growth rates and food demands are high. Low food availability during this time must be compensated by either feeding chicks with larger krill of higher caloric value or by increased assimilation efficiency. Periods when small krill with lower caloric value dominate require more frequent. feeding of the chicks in order to attain their observed fledging weight. Thus, although the total food energy given to the chick is the main factor determining chick growth, the distribution of food availability relative to chick size (i.e., different net growth rates) and food quality are also factors influencing the fledging weight of penguin chicks. The simulations provide insight into the compensating effects of food delivery, food quality, and metabolic processes that allow Adelie penguin chicks to reach their observed fledging weight in spite of considerable environmental variability in food supply.				Salihoglu, Baris/D-1376-2010	Salihoglu, Baris/0000-0002-7510-7713												0722-4060					MAY	2001	24	5					328	337		10.1007/s003000000215							WOS:000168622700005						
J	Wright, SW; van den Enden, RL; Pearce, I; Davidson, AT; Scott, FJ; Westwood, KJ				Wright, Simon W.; van den Enden, Rick L.; Pearce, Imojen; Davidson, Andrew T.; Scott, Fiona J.; Westwood, Karen J.			Phytoplankton community structure and stocks in the Southern Ocean (30-80 degrees E) determined by CHEMTAX analysis of HPLC pigment signatures	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												The geographic distribution, stocks and vertical profiles of phytoplankton of the seasonal ice zone off east Antarctica were determined during the 2005-2006 austral summer during the Baseline Research on Oceanography, Krill and the Environment-West (BROKE-West) survey. CHEMTAX analysis of HPLC pigment samples, coupled with microscopy, permitted a detailed survey along seven transects covering an extensive area between 30 degrees E and 80 degrees E, from 62 degrees S to the coast. Significant differences were found in the composition and stocks of populations separated by the Southern Boundary of the Antarctic Circumpolar Current (SB), as well as a small influence of the Weddell Gyre in the western sector of the 'zone south of the Antarctic Circumpolar Current' (SACCZ). Within the SACCZ, we identified a primary bloom under the ice, a secondary bloom near the ice edge, and an open-ocean deep population. The similarity of distribution patterns across all transects allowed us to generalise a hypothesized sequence for the season. The primary phytoplankton bloom, with stocks of Chl a up to 239 mg m(-2), occurred about 35 days before complete disappearance of the sea ice, and contained both cells from the water column and those released from melting ice. These blooms were composed of haptophytes (in particular, colonies and gametes of Phaeocystis antarctica), diatoms and cryptophytes (or the cryptophyte symbiont-containing ciliate Myrionecta rubrum). Aggregates released by melting ice quickly sank from the upper water column and Chl a stocks declined to 56-92 mg m(-2), but the bloom of diatoms and, to a lesser extent, cryptophytes continued until about 20 days after ice melt. The disappearance of sea ice coincided with a sharp increase in P. antarctica and grazing, as indicated by increasing phaeophytin a and phaeophorbide a. Chlorophyllide content suggests that the diatom bloom then senesced, probably due to iron exhaustion. Stocks rapidly declined, apparently due to grazing krill that moved southward following the retreating sea ice. We suggest that grazing of the bloom and export of faecal pellets stripped the upper water column of iron (as suggested by low Fv/Fm ratios and CHEMTAX pigment ratios in Haptophytes - iron was not measured). Thus, export of iron by grazing, and possibly sedimentation, created a southward migrating iron gradient, limiting growth in the upper water column. North of the postulated iron gradient, a nanoflagellate community developed at depth, with Chl a stocks from 36-49 mg m(-2). This community was probably based on regenerated production, sustained by residual and/or upwelling iron, as indicated by a close correspondence between distributions of Chl a and profiles of Fv/Fm. The community consisted of haptophytes (chiefly Phaeocystis gametes), dinoflagellates, prasinophytes, cryptophytes, and some small diatoms. Selective grazing by krill may have fashioned and maintained the community. North of the SB, Chl a ranged from 40-67 mg m(-2) and was found predominantly in the mixed layer, but Fv/Fm ratios remained low, suggesting the community of P. antarctica and diatoms was iron-limited. These interpretations provide a cogent explanation for the composition and structure of late summer microbial populations in the marginal ice zone. Crown Copyright (C) 2009 Published by Elsevier Ltd. All rights reserved.					Westwood, Karen/0000-0003-1060-7140												0967-0645	1879-0100				MAY	2010	57	9-10			SI		758	778		10.1016/j.dsr2.2009.06.015							WOS:000278580500005						
J	TRATHAN, PN; EVERSON, I; MILLER, DGM; WATKINS, JL; MURPHY, EJ				TRATHAN, PN; EVERSON, I; MILLER, DGM; WATKINS, JL; MURPHY, EJ			KRILL BIOMASS IN THE ATLANTIC	NATURE																													0028-0836					JAN 19	1995	373	6511					201	202		10.1038/373201b0							WOS:A1995QC27800042						
J	Ju, SJ; Scolardi, K; Daly, KL; Harvey, HR				Ju, SJ; Scolardi, K; Daly, KL; Harvey, HR			Understanding the trophic role of the Antarctic ctenophore, Callianira antarctica, using lipid biomarkers	POLAR BIOLOGY												To better understand the trophic role of ctenophores in Antarctica during austral fall and winter, a major species of cydippid ctenophore, Callianira antarctica, was collected during April/May (fall) and August/September (winter) 2002 in the vicinity of Marguerite Bay. Lipid content, lipid classes, fatty acids, fatty alcohols and sterols were analyzed in animals, together with lipid biomarkers in krill and copepod species representing potential ctenophore prey. Lipid content in ctenophores collected in winter was slightly higher than from animals in fall (4.8 and 3.5% of dry weight, respectively). Polar lipids were the dominant lipid class in ctenophores, accounting for over half of the lipid content, with significant amounts of free fatty alcohols (more than 10% of total lipid content) detected. Lipid-class composition, however, differed significantly between seasons, with significant amounts of neutral lipid (wax esters and triacylglycerols) only detected in animals from fall. Although the dominant lipid classes in ctenophores varied between fall and winter, individual lipids (i.e., fatty acids, alcohols and sterols) showed only minor changes between seasons. Specifically, long-chain polyunsaturated fatty acids [20:5(n-3) and 22:6(n-3)] found in high abundance in larval krill were also elevated in ctenophores collected in winter. Very high amounts of monounsaturated fatty alcohols, particularly 20:1(n-9) and 22:1(n-11), known to be important components of wax esters in calanoid copepods, were also observed. Multivariate analysis using the suite of lipids found indicated that copepods are an important diet item for ctenophores in the study area. Results further suggest that C. antarctica feed actively year-round, with larval krill providing a food resource during austral winter.				Ju, Se-Jong/A-9029-2009													0722-4060	1432-2056				NOV	2004	27	12					782	792		10.1007/s00300-004-0652-y							WOS:000225050300007						
J	Santora, JA; LaRue, MA; Ainley, DG				Santora, Jarrod A.; LaRue, Michelle A.; Ainley, David G.			Geographic structuring of Antarctic penguin populations	GLOBAL ECOLOGY AND BIOGEOGRAPHY												Aim We hypothesized that regional spatial organization of Antarctic penguin breeding populations was affected by social factors, that is, proximity and size of adjacent colonies, and by physical factors, that is, availability of breeding habitat and proximity of polynyas and submarine canyons where prey is abundant. The hypothesis of Furness and Birkhead (1984), that forage competition and density-dependence affect geographic structure of seabird populations, was tested previously for Antarctic penguins when biologging to quantify colony foraging areas was less common and when assessments of colony size reflected a compendium of historical counts. These data on foraging areas and colony size are now available following 20 years of frequent biologging and real-time satellite data on colony locations and sizes. Location Antarctica. Major taxa studied Penguin species. Time period Present day. Methods We prepared a literature summary on the basis of biologging studies to improve assessment of foraging ranges. We collated colony sizes from recent sources and integrated them with data on submarine canyon systems and polynyas. We used geospatial models to assess the relationships of the latter features to colony size, clustering, and distribution around Antarctica. Results The equal spacing of emperor penguin colonies was constant, with spacing a function of foraging range. In contrast, colonies of other penguin species were clustered, with small colonies adjacent to one another and within the outer edge of the foraging area of large colonies. Colonies and especially clusters occurred near polynyas and canyons around Antarctica. Main conclusions Density-dependent processes and geography explained penguin colony distribution. We conclude that inter- and intraspecific trophic competition affects the geographic structuring of colony distribution and size, although not necessarily in the same way among species. Results are relevant to assessing effects of climate, ecosystem dynamics, fisheries and other factors on penguin population trends at regional scales. We suggest that considering penguin colony distribution and abundance at the regional or cluster level is necessary to understand changes in these attributes.																	1466-822X	1466-8238				OCT	2020	29	10					1716	1728		10.1111/geb.13144							WOS:000573170400008						
J	OEHLENSCHLAGER, J; SCHREIBER, W				OEHLENSCHLAGER, J; SCHREIBER, W			A FUNCTIONAL PROTEIN-CONCENTRATE (FKPC) FROM ANTARCTIC KRILL (EUPHAUSIA-SUPERBA, DANA-1850) - PREPARATION, CHEMICAL-COMPOSITION AND FUNCTIONAL-PROPERTIES	ZEITSCHRIFT FUR LEBENSMITTEL-UNTERSUCHUNG UND-FORSCHUNG																													0044-3026						1981	172	5					393	398		10.1007/BF01127671							WOS:A1981LU44000010						
J	Boyd, IL; McCafferty, DJ; Reid, K; Taylor, R; Walker, TR				Boyd, IL; McCafferty, DJ; Reid, K; Taylor, R; Walker, TR			Dispersal of male and female Antarctic fur seals (Arctocephalus gazella)	CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES												This study examined the foraging locations of adult male and female Antarctic fur seals (Arctocephalus gazella) in the Scotia Sea during the postbreeding period. Satellite transmitters were used to track adult males and females and to obtain information about dive depths. Male fur seals migrated away from the breeding area during the postbreeding period whereas females remained close to the breeding grounds and foraged in the same area during two consecutive years. The most intensive foraging by females was associated with the edge of:he continental shelf of South Georgia. Males dived deeper than females. Counts of males at South Georgia and at the South Orkney Islands support the result from satellite tracking data showing that males move from South Georgia to the South Orkney Islands at the end of the breeding season. Unlike males, females were limited in their foraging range by the necessity to return to feed dependent young, so breeding sites are likely to be located close to foraging areas that are optimal for females. Locations used for feeding by females were avoided by males, either because they were suboptimal for males or because foraging by females at South Georgia causes local depletion of food, and males, which have the option to forage further afield, can forage more successfully in regions where there are no females. Comparison with fisheries data also suggests that these fur seals are targeting the most abundant exploitable prey.				Tony R. Walker BSc, MPhil/ABA-4581-2020	Tony R. Walker BSc, MPhil/0000-0001-9008-0697; McCafferty, Dominic/0000-0002-3079-3326												0706-652X					APR	1998	55	4					845	852		10.1139/cjfas-55-4-845							WOS:000074671600008						
J	Baena, AMRY; Metian, M; Teyssie, JL; De Broyer, C; Warnau, M				Rodriguez y Baena, Alessia M.; Metian, Marc; Teyssie, Jean-Louis; De Broyer, Claude; Warnau, Michel			Experimental evidence for Th-234 bioaccumulation in three Antarctic crustaceans: Potential implications for particle flux studies	MARINE CHEMISTRY					Workshop on the Future Applications of 234th in Aquatic Ecosystems (FATE)	AUG, 2004	Woods Hole, MA	Natl Sci Fdn Chem Oceanog Program, Sci Comm Oceanogr Res				Th-234 is considered a valuable and useful tracer of oceanic biogeochemical processes occurring over timescales of days to weeks. While the geochemical behaviour of this radionuclide in the marine environment is well known, relatively few studies have explored its interactions with biota. To better understand biologically related Th-234 dynamics, bioaccumulation of Th-234 from the dissolved phase and its subsequent retention in small Antarctic crustaceans (the isopod Natatolana oculata and the amphipods Orchomenella ultima and Uristes stebbingi) was determined under controlled laboratory conditions. Despite morphological and behavioural differences, all three species displayed comparable concentration factors (CF >= 80) and very long retention of Th-234 (biological half-life not significantly different from infinity). From 16% (isopod) to 49% (both amphipods) of accumulated Th-234 was associated with the animal soft parts, which is substantial when compared with reported values for other particle-reactive transuranic elements. The relevance of zooplankton as a potential modulator of Th-234 distribution in the water column is discussed in light of these findings. CF-based computations suggest that, for typical zooplankton biomass, biologically mediated interactions with particle flux models can be neglected. In contrast, in waters with very high crustacean biomass, such as krill schools, Th-234 distribution in the water column would be largely determined by these organisms. In such waters the biological compartment should be addressed as it could confound the reliability of vertical particle flux assessment using Th-234 as a proxy. (c) 2005 Elsevier B.V. All rights reserved.				Metian, Marc/F-8010-2018	Metian, Marc/0000-0003-1485-5029												0304-4203	1872-7581				AUG 1	2006	100	3-4					354	365		10.1016/j.marchem.2005.10.022							WOS:000238016800014						
J	Jones, G; Fortescue, D; King, S; Williams, G; Wright, S				Jones, Graham; Fortescue, Darren; King, Stacey; Williams, Guy; Wright, Simon			Dimethylsulphide and dimethylsulphoniopropionate in the South-West Indian Ocean sector of East Antarctica from 30 degrees to 80 degrees E during BROKE-West	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												We investigated the spatial and vertical variations of dimethylsulphide (DMS), dissolved, particulate, and total dimethylsulphoniopropionate (DMSPd, DMSPp and DMSPt) in the south-west Indian Ocean sector of East Antarctica between 30 degrees-80 degrees E and south of 62 degrees S from January to March 2006. Twenty seven sites were examined and mean concentrations in the upper 150 m of the water column were for DMS 8 nM (range nd-63 nM); DMSPd 5 nM (nd-36 nM); DMSPp 11 nM (nd-38 nM), and DMSPt 16 nM (nd-54 nM). The highest concentrations of the sulphur compounds occurred in the western sector of the study area on the Antarctic shelf and across the Antarctic Slope Front region (ASF) of the eastern Weddell Gyre (EWG) in the Cosmonaut Sea. Concentrations were lower north of the ASF region of the EWG and in the eastern sector of the Antarctic Circumpolar Current (ACC) and the greater Prydz Bay Gyre (PBG) circulation in the Cooperation Sea. The influence of melting pack ice on DMS and DMSPd concentrations was apparent in this study but was predominantly restricted to a few stations in the Cosmonaut Sea early in the voyage. DMS concentrations were extremely high at stations in the western sector of the Marginal Ice Zone (MIZ) in the early part of the study (mean 25 nM), reaching concentrations as high as 63 nM at station 42, decreasing to a mean concentration of 5.5 nM in the reduced MIZ to the east. In the Seasonal Mixed-Layer (SML) water (4-50 m) from the ACC and EWG, mean DMS concentrations were 5 nM, whilst very low concentrations of DMS occurred under forming sea ice (0.5 nM). Mean DMSPp concentrations in the top 50 m of the MIZ stations across the survey were closely similar (18-20 nM) and slightly higher than SML waters (13-14 nM), whilst mean DMSPd concentrations were 275 and 100% higher in samples from the MIZ stations (8-15 nM), compared with SML waters (4 nM). In the eastern sector, the coastal region across the shelf break and ASF region was largely free of ice and there was generally no elevation of DMSPd (mean 4 nM). This suggests that biological processes associated with the pack or fast ice in the ASP region of the western sector of the survey, in conjunction with the oceanography of the region, may have caused the high concentrations of DMS and DMSPd observed at latitudes >67 degrees S. Whilst filtration affects did influence DMSPd concentrations at a few sites, it was clear that elevated DMS and DMSPd concentrations occurred in the top 50 m and Winter Water (WW) layers of MIZ stations, and in High-Salinity Shelf Water (HSSW) at specific locations on the Antarctic Shelf, and likely reflected melting sea ice. DMS and DMSPp were also detected below the euphotic zone in Modified Circumpolar Deep Water (MCDW) on the Antarctic slope, with DMSPp possibly transported there in sedimenting detritus and faecal material. The significant concentrations of DMS detected in lower MCDW (0.42-1.1 nM) and Antarctic Bottom Water (AABW, 2.7 nM) were likely to have been transported to these depths in wintertime as dense shelf-water overflows from the Cape Darnley and Prydz Bay source regions. The high concentrations of DMS and DMSPd observed in the surface waters of the MIZ further support the importance of the Antarctic region and the sea-ice zone to the global sulphur cycle. Crown Copyright (C) 2009 Published by Elsevier Ltd. All rights reserved.					Jones, Graham/0000-0002-2815-6395												0967-0645	1879-0100				MAY	2010	57	9-10			SI		863	876		10.1016/j.dsr2.2009.01.003							WOS:000278580500011						
J	Southwell, D; Emmerson, L; Forcada, J; Southwell, C				Southwell, Darren; Emmerson, Louise; Forcada, Jaume; Southwell, Colin			A bioenergetics model for estimating prey consumption by an Adelie penguin population in East Antarctica	MARINE ECOLOGY PROGRESS SERIES												Quantifying prey consumption by top predators is a crucial component of ecosystem-based management in the Southern Ocean. In this study, we developed a bioenergetics model to estimate prey consumption by a top predator, the Adelie penguin Pygoscelis adeliae. Our model predicts prey consumption throughout the breeding season and incorporates uncertainty in model parameters using Monte Carlo simulation. The model was parameterized with data obtained at Bechervaise Island, the site of a long-term monitoring program in East Antarctica. We parameterized the model (1) using 13 yr of penguin population data, (2) for a year in which penguins successfully reared their chicks (2001-2002) and (3) for a year with low breeding success (1998-1999). Daily per capita energy consumption during the breeding season averaged 4269 kJ d(-1) (95% CI: 4187-4352 kJ d(-1)) and 4684 kJ d(-1) (95% CI: 4596-4771 kJ d(-1)) for males and females, respectively. Over the entire breeding season a male breeder consumes 470 MJ (95% CI: 461-479 MJ) compared to 515 MJ (95% CI: 506-525 MJ) for a female. On average, the Bechervaise Island population of 1836 breeding pairs consumes 16 447 MJ d(-1) which amounts to 1 809 224 MJ during the breeding season. On the basis of variable breeding success and the proportion of krill and fish in their diet, we estimate that this population consumes 78 to 406 t of krill and 4 to 46 t of fish each breeding season. Our results demonstrate clear periods of peak consumption associated with the penguins' breeding cycle.																	0171-8630	1616-1599				APR 22	2015	526						183	197		10.3354/meps11182							WOS:000354394900014						
J	Micol, T; Jouventin, P				Micol, T; Jouventin, P			Long-term population trends in seven Antarctic seabirds at Pointe Geologie (Terre Adelie) - Human impact compared with environmental change	POLAR BIOLOGY												Antarctic seabird populations have been much studied over the last decades as bioindicators of the nature of variability in the Southern Ocean marine ecosystem, and most attention has been focused on the role of food supply and the extent of sea ice. In addition, the rapid spread of tourism and the activities of researchers since the early 1960s have raised questions related to their real and potential impact on bird populations. Our data sets start in 1952 for several species of Antarctic seabirds and this study documents the trends over a 14-year period (1985-1999) in seven species breeding on Pointe Geologie archipelago (Terre Adelie, Antarctica). This is the first study where the direct impact of destruction of breeding sites (for building of an airstrip) is examined and where such long-term populations trends have been assessed in such a number of Antarctic species at one site. Trends from 1985 show that for the whole archipelago and when excluding islands destroyed, Adelie penguins and south polar skuas were the only species to show a significant increase (>3.5% annual change). The others species showed opposite trends, three increasing slightly (southern fulmars +0.4%, cape petrels +2.3%, snow petrels +0.9%) and two decreasing (emperor penguin -0.9%, southern giant petrel -3.9%). Three species particularly affected by the destruction of their breeding habitat (Adelie penguin, cape petrel, snow petrel) showed the capability to restore their populations. The availability of food and nesting sites is discussed in relation to environmental change. Species feeding on krill (Adelie penguins and cape petrels) increased more than other species; however, decrease of ice cover can increase availability of nesting sites. The importance of long-term studies is shown when assessing the role of human activities in Antarctica compared to larger-scale changes.																	0722-4060	1432-2056				MAR	2001	24	3					175	185		10.1007/s003000000193							WOS:000167404800005						
