PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Hagen, W; Kattner, G				Hagen, W; Kattner, G			Lipid metabolism of the Antarctic euphausiid Thysanoessa macrura and its ecological implications	LIMNOLOGY AND OCEANOGRAPHY												The lipid biochemistry of one of the dominant Antarctic euphausiids, Thysanoessa macrura, was investigated in the Weddell Sea. Ontogenetic stages from furciliae to adults were collected during all seasons. Total lipid contents of these stages ranged from 5.5% to 60.5% of dry mass, with minimum levels in late winter/early spring (October/ November) and maximum levels in autumn (April/May). Accordingly, wax esters, the primary storage lipid in T. macrura, also varied seasonally and reached a mean value of 66.6% of total lipid in autumn. Although lipid reserves are used partly for overwintering, the adults invest considerable amounts of these stores in reproductive processes such as gonad maturation, egg production, and mating in late winter prior to the vernal phytoplankton bloom. Total lipids were dominated by the fatty acids 16:0, 20:5(n-3), and 22:6(n-3), the principal components of the phospholipids. Other important fatty acids were 14:0 and 18:1(n-9), which together with 16:0 prevailed in the wax esters. The alcohol moieties of the wax esters consisted of >90% of the isomers 18:1(n-9) and 18:1(n-7) and of 20:1(n-9). The dominance of 18:1 alcohols in T. macrura is unique among marine plankton. All fatty acids and alcohols exhibited linear relationships with increasing total lipid mass and with total lipid content, irrespective of the developmental stage, sex, region, or season. The fatty acids 16:0, 14:0, and 20:5(n-3) and the two 18:1 fatty alcohol isomers had the highest accumulation rates, which explains their seasonal dominance in the lipid-rich specimens. T. macrura has developed quantitative and qualitative energetic adaptations to cope with the pronounced seasonal variability in feeding conditions and reproductive requirements.					Hagen, Wilhelm/0000-0002-7462-9931												0024-3590					DEC	1998	43	8					1894	1901									WOS:000077563500012						
J	Pakhomov, EA; Perissinotto, R; McQuaid, CD				Pakhomov, EA; Perissinotto, R; McQuaid, CD			Prey composition and daily rations of myctophid fishes in the Southern Ocean	MARINE ECOLOGY PROGRESS SERIES												The feeding ecology of myctophids was studied using data collected during 5 South African scientific cruises to the Southern Ocean from 1985 to 1995. A total of 362 specimens, comprising 36 species, were analyzed for gut contents. Myctophid biomass levels, estimated from Bongo net tows, are among the lowest yet recorded for the Southern Ocean. Peak biomass levels were associated with the main frontal zones and with a permanent polynya region in the Lazarev Sea. Results show that all myctophid species are opportunistic mesozooplankton feeders exhibiting a high degree of overlap in their food spectrum and consuming primarily the most abundant species of copepods, euphausiids, hyperiids and pteropods. Daily rations were estimated using 3 different approaches and ranged from 0.2 to 4.4% of dry body weights. Generally, the daily food intake was equivalent to 0.5 (lower mean) to 2.9 (upper mean) of dry body weight for Antarctic and subantarctic species, and between 1.2 and 3.8% for temperate and subtropical species. Antarctic krill, Euphausia superba, was usually poorly represented in the stomachs of all but 1 myctophid species. The results of this study therefore do not support the hypothesis that krill plays a major role in the feeding ecology and budget of myctophids.				McQuaid, Christopher/AAT-3725-2020	McQuaid, Christopher/0000-0002-3473-8308												0171-8630					APR	1996	134	1-3					1	14		10.3354/meps134001							WOS:A1996UK71800001						
J	Stowasser, G; Atkinson, A; McGill, RAR; Phillips, RA; Collins, MA; Pond, DW				Stowasser, G.; Atkinson, A.; McGill, R. A. R.; Phillips, R. A.; Collins, M. A.; Pond, D. W.			Food web dynamics in the Scotia Sea in summer: A stable isotope study	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												The pelagic food web of the Scotia Sea was studied by analysing natural abundances of nitrogen and carbon stable isotopes of primary producers and pelagic consumers, sampled from the seasonal ice edge in the south to the Antarctic Polar Front in the north. The analysis covered, within a single mid-summer period, particulate organic matter (POM) and 38 taxa, ranging from suspension feeding copepods and salps to omnivorous euphausiids, pelagic fish and higher, land-based predators including fur seals, penguins and flying birds. Spatial variation in delta N-15 of POM correlated well with nutrient availability and primary productivity. Latitudinal differences in delta C-13 of POM were closely linked to variations in temperature, nutrients and productivity depending on the frontal region sampled. This translated to equivalent (although smaller) regional delta C-13 differences among higher trophic levels. The trophic positions of species based on isotope values broadly agreed with previously published dietary data with three important exceptions. First, the carnivorous amphipod Themisto gaudichaudii had anomalously low delta N-15 values. Second, Euphausia superba had delta N-15 values that were also surprisingly low, considering the abundant literature suggesting its omnivory. Third, the copepod Rhincalanus gigas, considered a suspension feeder, had unexpectedly high delta N-15 values rather more in keeping with omnivorous feeding. The consumer delta N-15 values ranged from 1.2 parts per thousand (min.) measured in Salpa thompsoni (designated here as trophic level (TL) 2 across all regions) to 15.2 parts per thousand (max.) measured in white-chinned petrels (Procellaria aequinoctialis, calculated as TL5 relative to the TL2 of salps). Excluding seabirds, the resulting food chain length of 3.7 TL (above POM at TL1) was lower than in most other Southern Ocean and temperate marine pelagic ecosystems. The majority (60%) of vertebrate predators occupied only 1-1.5 trophic levels above the herbivorous suspension feeders such as krill. This indicates the existence of the classic short food chain of POM-suspension feeder-vertebrate predator. However the presence of trophic levels 4 and above indicates the existence of alternative trophic pathways, for example involving myctophid fish or carrion, and that some wide-ranging predators which breed at South Georgia also feed outside the region. This conclusion is supported first by the continuum of delta N-15 values between krill, suspension feeding copepods and myctophid fish, and secondly by higher trophic levels in several of the myctophid species in the low-krill region of the northern Scotia Sea, suggesting latitudinal differences in food web structure and food chain length. (C) 2011 Elsevier Ltd. All rights reserved.				, Martin/ABE-6728-2020; Collins, Martin A/J-8560-2017; McGill, Rona AR/F-1793-2010; Bosley, Sharron J/E-4641-2012	McGill, Rona AR/0000-0003-0400-7288; Stowasser, Gabriele/0000-0002-0595-0772												0967-0645	1879-0100				JAN	2012	59						208	221		10.1016/j.dsr2.2011.08.004							WOS:000300810700018						
J	Michels, J; Dieckmann, GS; Thomas, DN; Schnack-Schiel, SB; Krell, A; Assmy, P; Kennedy, H; Papadimitriou, S; Cisewski, B				Michels, Jan; Dieckmann, Gerhard S.; Thomas, David N.; Schnack-Schiel, Sigrid B.; Krell, Andreas; Assmy, Philipp; Kennedy, Hilary; Papadimitriou, Stathis; Cisewski, Boris			Short-term biogenic particle flux under late spring sea ice in the western Weddell Sea	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												In the framework of the "Ice Station POLarstern" (ISPOL) expedition in the western Weddell Sea, two sediment traps were deployed at 10 and 70 in water depth under a drifting ice floe in December 2004. The amount and composition of the vertical particle flux under sea ice were determined during a period of 30 days in order to investigate the influence of biological processes in sea ice and on its underside on the flux. The total mass flux was dominated by diatoms, faecal material, and aggregates, and ranged from 95.28 to 197.67 mg m(-2) d(-1) at 10m, depth and from 51.54 to 55.34 mg m(-2) d(-1) at 70m depth. A strong increase with time of the flux of chlorophyll equivalents, biogenic silica, and faecal material was recorded during the observation period, coincident with the increase in the concentration of chlorophyll a in the bottom ice layer above the trap array. The latter suggests a concomitant increase in the amount of food available for grazers, such as krill, in the bottom ice layer and on the underside of the ice floe, resulting in an increased downward transport of ice-algal material into the water column. The sinking faecal material was dominated by krill faecal strings and contained large amounts of diatom frustule debris, as well as intact diatom frustules, mainly of the species Fragilariopsis curta and E cylindrus. Single pronounced flux events of Phaeocystis antarctica and aggregates were also observed early in the study period. Low POC/PON and biogenic silica/POC ratios of the sinking particulate matter suggest that the material collected in the traps was relatively fresh. (C) 2008 Elsevier Ltd. All rights reserved.				Dieckmann, Gerhard S/B-4307-2010; Michels, Jan/B-1023-2014; Kennedy, Hilary A/M-5574-2014; Thomas, David N./B-1448-2010	Kennedy, Hilary A/0000-0003-2290-2120; Thomas, David N./0000-0001-8832-5907; Cisewski, Boris/0000-0002-1130-6107												0967-0645						2008	55	8-9					1024	1039		10.1016/j.dsr2.2007.12.019							WOS:000257303200010						
J	Chiba, S; Ishimaru, T; Hosie, GW; Fukuchi, M				Chiba, S; Ishimaru, T; Hosie, GW; Fukuchi, M			Spatio-temporal variability of zooplankton community structure off east Antarctica (90 to 160 degrees E)	MARINE ECOLOGY PROGRESS SERIES												Spatio-temporal variability of zooplankton community structure off east Antarctica (90 to 160 degrees E) was studied from 1988 to 1996 based on samples collected by the Japanese icebreaker 'Shirase', Three community groups with distinctive species compositions were obtained by cluster analysis. Group 1 was defined as the 'Subantarctic community' because it appeared exclusively north of the Polar Front, and indicator species of the group included Eucalanus longiceps and Limacina retroversa, which are typical subantarctic species. Groups 2a and 2b occurred in the Antarctic Circumpolar Current (ACC), and are thus defined as the 'ACC communities'. All indicator species for Group 2b, including large copepods, Calanoides acutus, Calanus propinquus and Metridia gerlachei, were also common indicators for Group 2a. In Group 2a, smaller copepods (small calanoids, cyclopoids and poecilostomatoids) and non-copepod herbivores were also indicators. Total abundance was markedly high in Group 2a, and copepods numerically dominated all 3 groups (>70% in Group 1, >80 % in 2a, >90 % in 2b). The longitudinal distribution pattern of Groups 2a and 2b varied between years, although they occurred along the same latitude. Multiple-regression analysis on environmental variables and distribution of the groups demonstrated that Group 2a tended to occur in relatively warm water masses with high chlorophyll a and low silicate concentrations. While Group 2b occurred in colder areas with low chlorophyll a concentrations, the results of this study suggest that the occasional intrusion of northern water further south caused by meandering of the ACC might have been responsible for the observed distribution patterns of the zooplankton community.																	0171-8630						2001	216						95	108		10.3354/meps216095							WOS:000170395500008						
J	Longo, CS; Frazier, M; Doney, SC; Rheuban, JE; Humberstone, JM; Halpern, BS				Longo, Catherine S.; Frazier, Melanie; Doney, Scott C.; Rheuban, Jennie E.; Humberstone, Jennifer Macy; Halpern, Benjamin S.			Using the Ocean Health Index to Identify Opportunities and Challenges to Improving Southern Ocean Ecosystem Health	FRONTIERS IN MARINE SCIENCE												The Antarctic coast and seas are considered some of the most pristine marine systems on Earth. Their comprehensive assessment is critical because meeting ambitious conservation objectives while maintaining sustainable human uses will be increasingly challenging with growing climate change impacts, recovery from past overharvesting, and potential revision of activities permitted with future revisions of the existing governance structure. We used the Ocean Health Index (OHI) to deliver an integrated assessment of the Antarctic marine ecosystems' evolving ecological and social dimensions. The OHI provides a framework to evaluate sustainable delivery of benefits people want from healthy oceans by measuring progress toward 10 widely-held societal goals. These goals include, conservation objectives, as well as other objectives, so as to identify tradeoffs across multiple priorities. We adapted the Index to the unique aspects and data availability of Antarctica. OHI scores were calculated for each sub-region defined by the Convention for the Conservation of Antarctic Marine Living Resources (CCAMLR) as well as the region overall. OHI scores for conservation related goals (biodiversity, clean water) were generally high, though with some stressor impacts (i.e., climate-driven decline of sea-ice, and pathogen pollution). However, a sensitivity test on the sea-ice habitat indicator showed biodiversity scores might be much lower in the vicinity of the Antarctic Peninsula. Preservation of lasting special places, captured in the sense of place sub-goal, scored relatively low due to limited extent of Marine Protected Areas in the Southern Ocean. In several cases, scores are low due to under-utilization of resources, rather than environmentally unsustainable practices (e.g., food provision, natural products, tourism, and recreation). However, increased human activities would intensify the risk of pollution, pathogen contamination, and disturbance to wildlife, particularly if compounded with future climate change impacts. Therefore, scores may reflect the need to select more conservative targets for human use, articulated in international treaties, taking future risks into account. Our results highlight the need for more research on both natural and social science aspects of the Antarctic system, as well as the need to evaluate targets under different scenarios, so as to provide robust science-based advice for future decision-making in the region.				Frazier, Melanie R/A-2367-2012; Doney, Scott C/F-9247-2010	Doney, Scott C/0000-0002-3683-2437													2296-7745					2017	4								20	10.3389/fmars.2017.00020							WOS:000457690600020						
J	Pakhomov, EA; Hunt, BPV				Pakhomov, Evgeny A.; Hunt, Brian P. V.			Trans-Atlantic variability in ecology of the pelagic tunicate Salpa thompsoni near the Antarctic Polar Front	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												The distribution, density, demography and feeding dynamics of the pelagic tunicate Salpa thompsoni were investigated during the trans-Atlantic ANTARKTIS XXVIII/3 expedition to the Southern Ocean, on board RV Polarstern, between January and March 2012. Net samples were collected using an RMT-8 at four major sampling regions in the proximity of the Antarctic Polar Front (APF): along a 10 E transect, Salpastan, 12 W eulerian study, and the South Georgia Basin. Salps, mostly S. thompsoni, were found at all but one station and with few exceptions contributed < < 40% to total zooplankton in terms of both abundance and biomass. Salp abundance and biomass was lowest (6.2 ind.1000 m(-3) and 0.8 mgDW m(-3)) north of the APF along the 10 E transect and highest (3150 ind.1000 m(-3) and 20.5 mgDW m(-3)) at the Salpastan station south of the APF. Size distributions of S. thompsoni aggregates and solitaries, and their developmental dynamics, were similar in all locations except the Salpastan region. In aggregates, the overall salp size distributions were strongly right-tailed with the mass of the distribution always concentrated in the left where small aggregates (6-10 mm) dominated. During the eulerian study at 12 W, several cohorts of aggregates and solitaries were traceable allowing assessment of the daily growth rates of S. thompsoni. Estimated in situ growth rates of aggregates and solitaries were 0.53 +/- 0.18 and 2.83 +/- 0.42 mm day(-1), respectively, and the complete S. thompsoni life cycle duration (sexual+asexual) during austral summer at the APF region may have been as short as 2-3 months. The rapid growth rates of S. thompsoni found in this study urgently require further research to re-evaluate salp life cycle in the Southern Ocean.																	0967-0645	1879-0100				APR	2017	138						126	140		10.1016/j.dsr2.2017.03.001							WOS:000401211100011						
J	Mills, WF; Morley, TI; Votier, SC; Phillips, RA				Mills, William F.; Morley, Tim I.; Votier, Stephen C.; Phillips, Richard A.			Long-term inter- and intraspecific dietary variation in sibling seabird species	MARINE BIOLOGY												Northern Macronectes halli and southern giant petrels M. giganteus are opportunistic predators and the dominant avian scavengers in sub-Antarctic and Antarctic ecosystems. At South Georgia, there are globally important breeding populations of both species; however, no detailed diet study has been carried out at this site for>35 years. Here, we analysed stomach contents of northern (n=81) and southern giant petrel (n=73) chicks at Bird Island, South Georgia (2014/15-2016/17). Specifically, we investigated: (1) interspecific and sexual dietary segregation; (2) diet changes within and among recent years; and (3) long-term diet changes since 1979/80-1980/81. Overall diet composition was similar between species, with penguins comprising approximately half the diet by mass. In both species (but more pronounced in southern giant petrels), prey delivered by female parents included higher proportions (by mass) of penguins and Antarctic krill Euphausia superba, and by male parents included more Antarctic fur seal Arctocephalus gazella carrion and seabirds other than penguins. Consumption of penguins increased, and of seal carrion declined, as chick-rearing progressed, mirroring the decreasing availability of the latter after the peak pupping period in December at South Georgia. Comparisons with data from 1979/80-1980/81 suggest some changes in giant petrel diets; however, these differences were no greater than the typical annual variation, and there were no clear links between diet and breeding allochrony or the differing population trends (more rapid increase in northern than southern giant petrels). The high diet diversity and ability of giant petrels to exploit both carrion and marine prey facilitates coexistence with other sympatric Procellariiformes and explains their favourable population status.				Mills, William F/AAV-5737-2020; Votier, Stephen/G-2348-2014	Mills, William F/0000-0001-7170-5794; Votier, Stephen/0000-0002-0976-0167												0025-3162	1432-1793				FEB 11	2021	168	3							31	10.1007/s00227-021-03839-6							WOS:000620081600003						
J	Sala, A; Azzali, M; Russo, A				Sala, A; Azzali, M; Russo, A			Krill of the Ross Sea: distribution, abundance and demography of Euphausia superba and Euphausia crystallorophias during the Italian Antarctic Expedition (January-February 2000) (vol 66, pg 123, 2002)	SCIENTIA MARINA																Sala, Antonello/B-8517-2016	Sala, Antonello/0000-0001-7066-1152												0214-8358					DEC	2002	66	4					443	443									WOS:000180251900013						
J	Friedlaender, AS; Johnston, DW; Tyson, RB; Kaltenberg, A; Goldbogen, JA; Stimpert, AK; Curtice, C; Hazen, EL; Halpin, PN; Read, AJ; Nowacek, DP				Friedlaender, Ari S.; Johnston, David W.; Tyson, Reny B.; Kaltenberg, Amanda; Goldbogen, Jeremy A.; Stimpert, Alison K.; Curtice, Corrie; Hazen, Elliott L.; Halpin, Patrick N.; Read, Andrew J.; Nowacek, Douglas P.			Multiple-stage decisions in a marine central-place forager	ROYAL SOCIETY OPEN SCIENCE												Air-breathing marine animals face a complex set of physical challenges associated with diving that affect the decisions of how to optimize feeding. Baleen whales (Mysticeti) have evolved bulk-filter feeding mechanisms to efficiently feed on dense prey patches. Baleen whales are central place foragers where oxygen at the surface represents the central place and depth acts as the distance to prey. Although hypothesized that baleen whales will target the densest prey patches anywhere in the water column, how depth and density interact to influence foraging behaviour is poorly understood. We used multi-sensor archival tags and active acoustics to quantify Antarctic humpback whale foraging behaviour relative to prey. Our analyses reveal multi-stage foraging decisions driven by both krill depth and density. During daylight hours when whales did not feed, krill were found in deep high-density patches. As krill migrated vertically into larger and less dense patches near the surface, whales began to forage. During foraging bouts, we found that feeding rates (number of feeding lunges per hour) were greatest when prey was shallowest, and feeding rates decreased with increasing dive depth. This strategy is consistent with previous models of how air-breathing diving animals optimize foraging efficiency. Thus, humpback whales forage mainly when prey is more broadly distributed and shallower, presumably to minimize diving and searching costs and to increase feeding rates overall and thus foraging efficiency. Using direct measurements of feeding behaviour from animal-borne tags and prey availability from echosounders, our study demonstrates a multi-stage foraging process in a central place forager that we suggest acts to optimize overall efficiency by maximizing net energy gain over time. These data reveal a previously unrecognized level of complexity in predator-prey interactions and underscores the need to simultaneously measure prey distribution in marine central place forager studies.				Hazen, Elliott/G-4149-2014; Johnston, David/AAJ-5013-2020; Read, Andrew/AAE-8386-2019	Hazen, Elliott/0000-0002-0412-7178; Johnston, David/0000-0003-2424-036X; Tyson Moore, Reny/0000-0001-5541-193X; Stimpert, Alison/0000-0002-9400-0305												2054-5703					MAY	2016	3	5							160043	10.1098/rsos.160043							WOS:000377969800009	27293784					
J	Watanabe, YY; Takahashi, A				Watanabe, Yuuki Y.; Takahashi, Akinori			Linking animal-borne video to accelerometers reveals prey capture variability	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA												Understanding foraging is important in ecology, as it determines the energy gains and, ultimately, the fitness of animals. However, monitoring prey captures of individual animals is difficult. Direct observations using animal-borne videos have short recording periods, and indirect signals (e. g., stomach temperature) are never validated in the field. We took an integrated approach to monitor prey captures by a predator by deploying a video camera (lasting for 85 min) and two accelerometers (on the head and back, lasting for 50 h) on free-swimming Adelie penguins. The movies showed that penguins moved the heads rapidly to capture krill in midwater and fish (Pagothenia borchgrevinki) underneath the sea ice. Captures were remarkably fast (two krill per second in swarms) and efficient (244 krill or 33 P. borchgrevinki in 78-89 min). Prey captures were detected by the signal of head acceleration relative to body acceleration with high sensitivity and specificity (0.83-0.90), as shown by receiver-operating characteristic analysis. Extension of signal analysis to the entire behavioral records showed that krill captures were spatially and temporally more variable than P. borchgrevinki captures. Notably, the frequency distribution of krill capture rate closely followed a power-lawmodel, indicating that the foraging success of penguins depends on a small number of very successful dives. The three steps illustrated here (i.e., video observations, linking video to behavioral signals, and extension of signal analysis) are unique approaches to understanding the spatial and temporal variability of ecologically important events such as foraging.				Watanabe, Yuuki/D-5079-2012	Watanabe, Yuuki/0000-0001-9731-1769												0027-8424					FEB 5	2013	110	6					2199	2204		10.1073/pnas.1216244110							WOS:000315209800053	23341596					
J	CONOVER, RJ; SIFERD, TD				CONOVER, RJ; SIFERD, TD			DARK-SEASON SURVIVAL STRATEGIES OF COASTAL ZONE ZOOPLANKTON IN THE CANADIAN ARCTIC	ARCTIC					2nd Meeting on Circumpolar Ecosystems in Winter	FEB 12-17, 1992	CHURCHILL, CANADA	FISHERIES & OCEANS CANADA, CANADIAN PARKS SERV, CANADIAN WILDLIFE SERV, UNIV TORONTO, DEPT ZOOL				For herbivorous zooplankton. surviving the arctic winter requires that sufficient energy be stored in summer to enable ten months or more of possible starvation. Energy and materials for reproduction may also be totally derived from stored lipid and bodily protein. The predominant storage products are wax esters, often visible as translucent droplets or a fusiform inclusion in the tissues. Lipid may constitute more than 50% of dry weight at the end of summer. Reproduction is synchronized with season and environmental conditions to enable offspring to exploit the brief period of intense primary production. So far as we know, fertilization occurs only once in the copepods studied here, which make up more than 98% of the total zooplankton by numbers, and males are short lived, but in one species (Calanus hyperboreus) females may survive into a second productive season, thereby storing sufficient reserves to spawn a second time. Several planktonic species, including larval invertebrates, start growth early by utilizing algae that develop on the under-ice surface several months before the pelagic phytoplankton bloom. The minimum water temperature (-1.8-degrees-C) is constant and much warmer than the atmosphere, so overwintering should be less stressful for aquatic species than for terrestrial forms. Additional adaptations used by zooplankton in winter include seeking deeper water to escape predation, reducing swimming costs by regulating buoyancy, and further lowering metabolic rates by limiting synthesis of enzymes and increasing the fraction of lipid used in respiration.																	0004-0843					DEC	1993	46	4					303	311									WOS:A1993MQ45000004						
