state of progress ,To be reviewed by (insert name):ro,topic,authors,title,journal,abstract,publishingDate,publishingYear,doi,Comment
in progress,Thorpe,spawning,"thorpe, se; tarling, ga; murphy, ej",circumpolar patterns in antarctic krill larval recruitment: an environmentally driven model,marine ecology progress series,"larval recruitment in antarctic krill is known to be episodic and regional. we consider the importance of a range of recruitment factors using an environmentally driven model of larval development from spawning to post-larvae. our model examines the timing of spawning, interaction with bathymetry, susceptibility to cold temperatures, temperature-driven development and the seasonal cycle of sea ice to identify those factors with the greatest impact. the model predicts that the seasonal location of sea ice is the main limiting factor for successful larval recruitment. spawning in january leads to the greatest area of viable larval recruitment habitat. dense sea ice cover, which we assume that adult krill do not spawn under, prevents spawning in large areas early in the breeding season (december). nevertheless, later spawning in february, when sea ice is at a minimum, means there is often insufficient time for the larvae to reach a viable developmental stage before the sea ice advances. meanwhile, although spawning is possible in more northerly areas throughout the breeding season, these are generally remote from winter sea ice, which is assumed to be necessary for larvae to overwinter. interaction with bathymetry before hatching further limits suitable habitat. over a 12 yr period, the model predicted larval recruitment from january spawning in all years in the cooperation, ross and weddell seas, with episodic larval recruitment in the bransfield strait in 9 of the 12 years. additional understanding of the overwintering requirements of larvae, together with regional studies at higher spatial resolution, particularly in shelf regions, will better constrain the uncertainties in the model.",Mar 21,2019,10.3354/meps12887,
closed,Pakhomov,spawning,"pakhomov, ea","demography and life cycle of antarctic krill, euphausia superba, in the indian sector of the southern ocean: long-term comparison between coastal and open-ocean regions",canadian journal of fisheries and aquatic sciences,"size/age composition and reproductive status of antarctic krill. euphausia superba, in the central part of the indian sector of the southern ocean. e.g., the cooperation sea (prydz bay region) and the cosmonaut sea, during austral summers 1977-1990 were summarized to estimate growth rates, longevity, reproduction, recruitment, life span, and mortality rates. the life span of antarctic krill exceeds 5 years in both the cosmonaut and cooperation seas. the age composition of the southern and northern groupings differs markedly, with substantial reduction in numbers of early ape groups in the northern grouping. long-term observations of spawning success, recruitment, and age composition suggest that a self-sustained grouping of krill persists in the cooperation sea south of the antarctic divergence. how ever, periodic gene flow via recruits from surrounding regions most probably accounts for the lack of spatial genetic differences between the cooperation sea and adjacent areas, thus preventing the establishment of an isolated subpopulation in the region investigated. the major factor responsible for the substantial interannual variability in krill dynamics appears to be macroscale oceanographic and atmospheric circulations. which determine a level of environmental isolation of the cooperation sea from adjacent waters.",,2000,10.1139/cjfas-57-s3-68,
closed,Pakhomov,spawning,"marin, vh; brinton, e; huntley, m","depth relationships of euphausia-superba eggs, larvae and adults near the antarctic peninsula, 1986-87",deep-sea research part a-oceanographic research papers,"relationships of depths of adult euphausia superba to depths of its eggs and larval stages were examined during 4 months of the 1986-87 summer at three localities west of the antarctic peninsula. data were obtained relating to spawning depth and to extents to which larval stages co-occur and vary in depth through the season. reproductive adults occurred at all depths sampled in late december in bransfield strait and in all but one stratum in late january to a depth of 2000 m in drake passage. mature males were caught together with gravid females and freely sinking eggs down to at least 1000 m in drake passage and to more than 500 m in bransfield strait, providing indirect evidence that spawning can take place over extensive ranges of depth. in the 300-400 m deep gerlache strait, where larvae were particularly numerous (january to march), only a few reproductive adults were caught, and only in december at 100-200 m. sampling methods were clearly inappropriate for quantitative estimates of adults.",aug-sep,1991,10.1016/0198-0149(91)90104-n,
closed,Pakhomov,spawning,"marschall h.-p., hirche h.-j.",development of eggs and nauplii of euphausia superba,polar biology,"the development of eggs and nauplii was studied over 19 days. at 1.5°c nauplii hatched after 5 days. abdominal spines changed their appearance successively during nauplius development, but no moulting was observed in the course of naupliar development. moulting occurred between the nauplius and the metanauplius stage 13 days after spawning. swimming activity was weak in the nauplius, while it was vigorous in the metanauplius. a model is presented for the depth distribution of eggs and larval stages. it is also suggested that present collection techniques may inadequately sample eggs and nauplii based on experiments that show that eggs are extremely sensitive to sieving. © 1984 springer-verlag.",,1984,10.1007/bf00263631,
closed,Conroy,spawning,"siegel, v; reiss, cs; dietrich, ks; haraldsson, m; rohardt, g",distribution and abundance of antarctic krill (euphausia superba) along the antarctic peninsula,deep-sea research part i-oceanographic research papers,"net-based data on the abundance, distribution, and demographic patterns of antarctic krill are quantified from a contemporaneous two ship survey of the antarctic peninsula during austral summer 2011. two survey areas were sampled focussed on marguerite bay in the south, and the tip of the antarctic peninsula in the north. data from 177 stations showed that the highest concentrations of krill were found in the southern sampling area. differences between areas were associated with a few large catches of one year old krill found in anomalously warm and productive waters in marguerite bay, and small krill catches in the less-productive, offshore waters in the north. estimated krill density across the survey area was 3.4 krill m(-2), and was low compared to the long-term average of 45 krill m(-2) for the elephant island area. overall recruitment between the two survey regions was similar, but per capita recruitment was about 60% lower than historical mean recruitment levels measured at elephant island since the late 1970s. demographic patterns showed small krill concentrated near the coast, and large krill concentrated offshore on the shelf and slope all along the survey area. the offshore distribution of adult krill was delineated by the warm (similar to 1 degrees c), low salinity (33.8) water at 30 m, suggesting that most krill were present shoreward of the southern boundary of antarctic circumpolar current front. distributions of larvae indicated that three hotspot areas were important for the production of krill: slope areas outside marguerite bay and north of the south shetland islands, and near the coast around antarctic sound. successful spawning, as inferred from larval abundance, was roughly coincident with the shelf break and not with inshore waters. given the rapid changes in climate along the antarctic peninsula and the lower per capita recruitment observed in recent years, studies comparing and contrasting production, growth, and recruitment across the peninsula will be critical to better understand how climate change will impact krill populations and their dependent predators in the scotia sea. (c) 2013 elsevier ltd. all rights reserved.",jul,2013,10.1016/j.dsr.2013.02.005,
closed,O'Sullivan,spawning,"hosie, gw","distribution and abundance of euphausiid larvae in the prydz bay region, antarctica",antarctic science,"in january 1985 a net sampling survey was carried out on the distribution and abundance of euphausiid larvae in the prydz bay region. euphausia superba occurred in low abundance, probably due to sampling preceding the main spawning period. thysanoessa macrura occurred thorughout the study area in consistently high abundance. euphausia crystallorophias was marginally more abundant within its restricted range. distinct north-south variations in larval age and developmental stages of t. macrura were observed indicating regional differences in spawning. euphausia frigida was mainly confined to the upper 200 m of the antarctic circumpolar current. e. superba larvae produced north of the shelf break, between 70-degrees-83-degrees-e, moved north-east into the antarctic circumpolar current. larvae originating on the shelf moved rapidly west in the east wind drift. e. crystallorophias has the same westward dispersion, but some larvae appeared to return eastward via the prydz bay gyre and remain in the region. the data indicate that most e. superba larvae, providing they survive injurious cold temperature and food deprivation, will leave the area, suggests that prydz bay krill may not be a self maintaining stock.",jun,1991,10.1017/s0954102091000202,
closed,O'Sullivan,spawning,miquel j.c.,distribution and abundance of post-larval krill (euphausia superba dana) near prydz bay in summer with reference to environmental conditions,antarctic science,"data on the distribution, abundance and population structure of krill in the prydz bay area during january-february 1985 are considered in relation to hydrography and phytoplankton standing stocks. stratified mean density and biomass estimated for the whole surveyed area from rmt-8 hauls were among the lowest recorded (3.3 individuals 1000 m-3 and 3.1 g 1000 m-3) confirming prydz bay as a low krill abundance area in the southern ocean. age cohorts 1+ to 4+ were present, the size of the animals increased from south to north and juveniles were mostly found in surface waters near the pack-ice. adults were in an active reproductive phase: 98% of the females were mated and 35% were ready to spawn whereas 86% of the males carried spermatophores. breeding was taking place in oceanic waters over deep zones with the spawning season limited to january-april. phytoplankton biomass was also very low in the area (mean of 29 mg chl a m-2in the upper 200 m) and currents speed low, never reaching 10 cm s-1. krill distribution was strongly related to water circulation pattern but not related to phytoplankton distribution. © 1991, antarctic science ltd. all rights reserved.",,1991,10.1017/s0954102091000342,
closed,Ryabov,spawning,"brinton, e",distribution and population structures of immature and adult euphausia-superba in the western bransfield strait region during the 1986-87 summer,deep-sea research part a-oceanographic research papers,"interrelationships among body size, maturity state and spatial distribution in immature and adult euphausia superba were examined through the course of the 1986-87 reproductive season in a region centered in western bransfield strait and extending northward into drake passage and southward into gerlache strait. during an initial (december to january) peak in production of phytoplankton and krill larvae in gerlache strait and adjacent parts of bransfield strait, so few post-larvae and adults were caught that the parent stock of those larvae could not be identified with certainty. however, small adults of 36-42 mm body length were caught in abundance later in the summer (february to march), after larval recruitment in and near gerlache strait had ceased. many of these small adults then appeared to be post-reproductive. in bransfield strait during late summer (late february to march) there was a nearly equal mixture of small adults (which dominated in gerlache strait) and large adults (> 42 mm); the large adults showed most evidence of recent reproductive activity and could have been responsible for much of the late summer larval recruitment in bransfield strait. in drake passage, large adults were usually dominant; the few caught in december were undergoing maturation near the south shetlands, and in january they were reproductive and dispersed in more offshore oceanic waters. during late february to march, krill became more available in drake passage with many having reassembled in aggregations near livingston island (south shetlands). by then, not only small adults but also large adults appeared post-reproductive in all areas. evidence relating to growth rate in adults was obscured by erratic variations in ratios of body-length classes, month-to-month, considered artifacts on sampling. however, adult growth appeared negligible during january to march. after midsummer (january) there were distinct changes in relative abundances of males to females of > 42 mm: within 43-47 mm the modal frequencies favored females, and within 48-55 mm males were dominant, suggesting differential survivorship. the gerlache-bransfield straits and similar coastal habitats must be considered nursery areas, not only for immature krill as has been previously proposed, but also for early summer larvae. in particularly productive years, as in 1986-87, these coastal waters may become spawning localities for small adult krill before reproduction by large adults develops farther away from the peninsula. immatures of < 12 mm in december and ca 16-30 mm by march, comprised a subgroup of the smallest immature krill though not consistently abundant enough to be distinguished as a year class. their distributions suggest origins and early growth outside of the study area, possibly in the weddell sea and coastal waters of the bellingshausen sea.",aug-sep,1991,10.1016/0198-0149(91)90101-k,
closed,Green,spawning,"hosie g.w., ikeda t., stolp m.","distribution, abundance and population structure of the antarctic krill (euphausia superba dana) in the prydz bay region, antarctica",polar biology,"this paper presents results of net sampling carried out on four marine science cruises, between 1981 and 1985, in the prydz bay region of antarctica by the australian antarctic division. krill exhibited a patchy distribution and overall low abundance. the majority of sampling sites in january 1985 returned no post-larval krill or densities of &lt;1 individual 1000 m-3. the estimated mean abundance of e. superba in january 1985 was 6 individuals or 2 g (wet wt.) 1000 m-3 integrated for the upper 200 m of the water column which represented 3.4% of the total zooplankton biomass. no more than five years-groups, including the larvae, were observed in prydz bay, with mean lengths of groups 1+, 2+, 3+ and 4+ being 24, 38, 46 and 53 mm (standard 1), respectively in the middle of january. a high proportion of naupliar stages observed in january 1985 indicated that spawning in prydz bay begins in january and examination of adult maturation showed that the spawning continues at least to march. © 1988 springer-verlag.",,1988,10.1007/bf00443453,
in progress,Liszka,spawning,"schmidt, k; atkinson, a; venables, hj; pond, dw","early spawning of antarctic krill in the scotia sea is fuelled by ""superfluous"" feeding on non-ice associated phytoplankton blooms",deep-sea research part ii-topical studies in oceanography,"the spawning success of antarctic krill (euphausia superba) is generally assumed to depend on substantial winter sea ice extent, as ice biota can serve as a food source during winter/spring and the seasonal ice melt conditions the upper water column for extensive phytoplankton blooms. however, direct observations during spring are rare. here we studied krill body condition and maturity stage in relation to feeding (i.e. stomach fullness, diet, absorption of individual fatty acids and defecation rate) across the scotia sea in november 2006. the phytoplankton concentrations were low at the marginal ice zone (miz) in the southern scotia sea (stn. 1, 2, and 3), high in open waters of the southern antarctic circumpolar current front (saccf) in the central scotia sea (stn. 5), and moderate further north (stn. 6 and 7). krill had low lipid reserves (similar to 6.5% of dry mass. dm), low mass:length ratios (similar to 1.7 mg dm mm(-1)), and small digestive glands (similar to 7% of total dm) near the ice edge. the stomachs contained lithogenic particles, diatom debris, and bacterial fatty acids, but low proportions of diatom-indicating fatty acids, which suggest that these krill were feeding on detritus rather than on fresh ice algae. in the saccf, krill had higher lipid reserves (similar to 10% of dm), high mass:length ratios (similar to 2.2 mg dm mm(-1)), and large digestive glands (similar to 16% of total dm). stomach content and tissue composition indicate feeding on diatoms. in the north, moderate food concentrations co-occurred with low lipid reserves in krill, and moderate mass:length ratios and digestive gland sizes. only in the phytoplankton bloom in the saccf had the mating season already started and some females were about to spawn. based on the way krill processed their food at the different stations, we indicate two mechanisms that can lead to fast regeneration of body reserves and oocyte maturation in e. superba. one is ""superfluous"" feeding at high food concentrations, which maximises the overall nutrient gain. the other is a preferential absorption of crucial fatty acids: 20:5(n-3) and 22:6(n-3) when regaining body condition after the winter, and 14:0 and 16:1(n-7) during accumulation of oocyte yolk. multi-year time series of phytoplankton distribution show that an early spring bloom, as found in 2006, is not unusual for the central scotia sea and coincides with high krill larval concentrations in this area. in conclusion, the scotia sea is a main spawning ground of antarctic krill and this is linked to phytoplankton blooms in open waters of the saccf rather than to ice edge blooms. (c) 2011 elsevier ltd. all rights reserved.",jan,2012,10.1016/j.dsr2.2011.05.002,
closed,Kawaguchi,spawning,"cuzinroudy, j; labat, jp",early summer distribution of antarctic krill sexual development in the scotia-weddell region - a multivariate approach,polar biology,"the sexual development of antarctic krill was studied during the epos leg 2 cruise (november 1988-january 1989) in the seasonally ice covered scotia-weddell confluence area. multiple correspondence analysis (mca) was used to elucidate the general trends of variation of biological (body-size, molt stage) and environmental data (geographical position, sea-ice extension, sampling time) associated with female development. in november, female krill from the ice covered area (weddell sea) had a juvenile ovary, while pelagic female krill from scotia sea were in advanced previtellogenesis, and one third of them had already spawned. the successive samples from the confluence illustrated a rapid advance of sexual development during the whole period. both observation of live krill maintained on board and the mca confirmed the general trend of distribution of sexual development in relation with size structure and environmental factors. previtellogenesis occurs in relation with the ice-edge, while vitellogenesis is performed in short cycles in the summer pelagic habitat. the degree of sexual development attained by krill samples (measured by the sexual development index, sdi) is then a good indicator of the biological activity of the krill population and of its impact on the pelagic ecosystem.",apr,1992,,
closed,Kawaguchi,spawning,"ross r.m., quetin l.b.","ecological physiology of larval euphausiids, euphausia superba (euphausiacea)",memoirs - queensland museum,"there are several critical periods during the first year of life that will affect survival, and thus recruitment of young krill into the adult population. the first critical period occurs during development of the non-feeding stages. release of embryos over warm deep water (250-400 m) is advantageous for these early larval stages. the geographical distribution of spawning populations combined with the observed pattern in sinking rates of embryos during development form a reproductive strategy that maximises survival of the early non-feeding stages. the first winter is the second critical period. physiological condition of larvae and juveniles is an index of their nutritional history and ability to survive and enter the adult population the following summer. significant differences were found in the physiological condition of larvae collected during two winters which differed primarily in the degree of ice cover. larvae in the heavy ice winter had higher growth rates, higher condition factor and more lipid. although phytoplankton in the water column were scarce in both winters, ice biota were an additional possible source of food during the heavy ice winter. -from authors",,1991,,
closed,Bernard,spawning,"ross r.m., quetin l.b., kirsch e.",effect of temperature on developmental times and survival of early larval stages of euphausia superba dana,journal of experimental marine biology and ecology,"larvae of euphausia superba dana were reared from embryo to calyptopis 3 in the laboratory at four temperatures characteristic of the range found in the environment (-1, 0, 1, and 2°c). the relationship between temperature and developmental times was curvilinear, with a sharp decrease in developmental time between -1 and 0°c, followed by a gradual flattening of the curve. the relationship was best described by the exponential model d = b0* e-b1(t) + b2, where d is developmental time in days, t is the temperature, and b0, b1, and b2 are fitted constants. in three of the four batches of larvae reared at -1°c, all larvae died within 3 days of metamorphosis to calyptopis 1, while siblings at higher temperatures developed normally. these results suggests that a cold sensitive period exists during early larval development. the type of food available also affected the survival of three groups of siblings. larvae fed a diatom mixture developed normally, while those fed a small flagellate or starved all died before metamorphosis to calyptopis 2. the effects of temperature and food type on the development and survival of the early larval stages have important ecological implications for the recruitment of e. superba. if spawning occurs in areas where the embryos or larvae encounter subzero water during a temperature sensitive period, recruitment in these waters may be very low, independent of food availability. if the embryos and larvae do not encounter subzero water during a sensitive period, recruitment may be more dependent on the type and concentration of food available. © 1988.",,1988,10.1016/0022-0981(88)90023-8,
closed,Liszka,spawning,"tarling, ga; cuzin-roudy, j; wootton, k; johnson, ml",egg-release behaviour in antarctic krill,polar biology,"the process of egg release is a complex and crucial step in the life cycle of euphausiids, especially with regards mortality and recruitment success. we examined this process in antarctic krill (euphausia superba) in terms of the functioning of the female genital apparatus and associated swimming behaviour. a tethering technique combined with video analysis was used to make observations of three females during the release process. we found eggs were steadily extruded over a period of up to 10 h, during which time the krill released between 1,600 and 4,000 eggs and the ovary reduced by a half in length and a third in height. eggs were mainly released individually or, less commonly, in batches of between 2 and 4 eggs. release rates were between 5 and 30 eggs min(-1). the steady release of eggs fits well with histological evidence that mature oocytes must pass individually through tight genital ducts with narrow apertures, before coming in to close contact with the sperm plug for fertilisation, and then expulsion from the thelycum as fertilised eggs. during spawning, the female alternated between slow and rapid rates of pleopod beating with egg release occurring at the moment of beat acceleration. at the point of release, the descent of the egg was accelerated through downward beats of the 7th thoracic leg. the cyclic pattern in pleopod beat-rate during spawning may alter swimming performance and contribute to the widely reported sex- and maturity-based biases within krill swarms.",aug,2009,10.1007/s00300-009-0617-2,
closed,Bernard,spawning,"steinke, lkb; bernardi, ks; ross, rm; quetin, lb",environmental drivers of the physiological condition of mature female antarctic krill during the spawning season: implications for krill recruitment,marine ecology progress series,"southern ocean pelagic productivity relies on the abundance of antarctic krill euphausia superba, which fluctuates on a 5-7 yr cycle and is driven by interannual variability in recruitment. the western antarctic peninsula (wap) is home to a significant proportion of the circum-antarctic krill biomass and is the focus of the krill fishery. the wap is warming at a rate quicker than most other places on earth, with notable regional changes in the pelagic ecosystem. there is a major gap in our understanding of how environmental variability affects the reproductive success of krill. we used historical krill population data collected at the wap (january 1993-2008, palmer antarctica long term ecological research) to assess the effects of environmental variability on the condition of mature female krill during the spawning season and its relationship with krill recruitment. mature female krill condition during the spawning season was positively correlated with recruitment the subsequent year. results of generalized additive models indicated that the predominant drivers of krill condition during the spawning season were climatological (southern annular mode and multivariate el nino southern oscillation index), though the timing of sea ice advance and retreat, and diatom concentrations were also important gaining a better understanding of the oceanographic and climatological factors that affect the physiological condition of mature female krill is critical for predicting future demographic patterns and responses to change. results from our study emphasize the importance of including the effects of climate change in the management models for the antarctic krill fishery.",Jul 8,2021,10.3354/meps13720,
closed,Bernard,spawning,"quetin, lb; ross, rm",environmental variability and its impact on the reproductive cycle of antarctic krill,american zoologist,"""recruitment potential"" in antarctic krill in the palmer long-term ecological research (lter) study region west of the antarctic peninsula varied significantly over the 7-yr time series between january 1993 and january 1999. timing of ovarian maturation, the percent of the population reproducing, and individual reproductive output (batch volume, embryo diameter) were measured. indices have been developed to quantify the timing and intensity of reproduction in antarctic krill. one finding important to estimates of population fecundity for this long-lived species is that the percent of the population reproducing can vary widely, from 10 to 98%. each season was characterized as having delayed, average or advanced ovarian development. in this study we relate these indices to direct and indirect indicators of spring or annual food availability. the timing of the spring sea ice retreat and the extent of sea ice in the spring (september through november) appear to significantly affect the intensity and timing of reproduction in the population. intensity of reproduction was highest under ""average"" conditions, and oocyte development fastest with conditions of a late retreat and high spring sea ice extent.",feb,2001,10.1668/0003-1569(2001)041[0074:evaiio]2.0.co;2,
closed,Conroy,spawning,"kinzey, d; watters, gm; reiss, cs",estimating recruitment variability and productivity in antarctic krill,fisheries research,"three alternative forms of the spawner-recruit relationship - the beverton-holt and two expressions of the ricker function - and a fourth form representing annual recruitment deviations without an explicit relationship to spawning biomass, were applied in an integrated assessment model for antarctic krill. model data were from the international krill fishery and u.s. amlr surveys in the commission for the conservation of antarctic marine living resources (ccamlr) subarea 48.1, the area around the antarctic peninsula where the majority of recent fishing for krill has taken place. sensitivity tests using pre-specified values for the standard deviation of the logarithm of annual recruitment residuals (sigma(r)) and productivity (steepness, h) for the relationship between spawning biomass and subsequent recruitment indicated that neither the beverton-holt nor ricker functions were superior to configurations of the model that did not assume a spawner-recruit relationship. as the predictive power of the spawner-recruit functions was reduced by increasing the value of sigma(r) the fit to the data improved. all the functions fitted the data best when sigma(r) was large enough so that random recruitment with respect to spawning biomass was produced. the alternative functions produced the same time series of recruitment and spawning biomass estimates when they were determined by the data rather than forced towards an assumed relationship. although the beverton-holt and ricker models were poor predictors of the data, cross correlations of the recruitment predictions with the spawning biomass predictions from the best models indicated that recruitment was statistically correlated with spawning biomasses in the previous two to four years. the highest correlation (0.58) was with spawning biomass three years previously. correlations in the reverse direction, with spawning biomass following recruitment were insignificant. these results suggest that recruitment variability does not influence subsequent spawning biomass in krill. they leave open the possibility that krill spawning biomass could influence subsequent recruitment, but not as modeled in the beverton-holt or ricker functions with a one-year lag and the pre-specified von bertalanffy growth.",sep,2019,10.1016/j.fishres.2018.09.027,
closed,Bernard,spawning,"ross r.m., quetin i.r.",euphausia superba: fecundity and physiological ecology of its eggs and larvae.,antarctic journal of the united states,"for 6 of the 7 schools of krill sampled the spawning frequency was between 15-20%, suggesting that the total fecundity over the 2- 4 month spawning season is probably 10 times that previously thought. eggs hatched in 5-6 days at 0-1oc and developed to the first feeding stage in 21-25 days. -from current antarctic literature",,1982,,
closed,Kawaguchi,spawning,"ono a., moteki m., amakasu k., toda r., horimoto n., hirano d., ishimaru t., hosie g.w.","euphausiid community structure and population structure of euphausia superba off adélie land in the southern ocean during austral summer 2003, 2005 and 2008",polar science,"the distribution and community structure of euphausiids and the population structure of euphausia superba were investigated mainly along 140°e off adélie land in the indian ocean sector of the southern ocean during the austral summers of 2003, 2005 and 2008. euphausiids were collected from six discrete depth layers, primarily between 0 and 2000 m, using an rmt 8 net. euphausia frigida and euphausia triacantha mainly occurred north of the southern boundary of the antarctic circumpolar current (sb) whereas e. superba was distributed south of the sb, and occurred abundantly in the continental slope area where antarctic winter water was observed. e. frigida and e. triacantha occurred in the upper 200 m during the night whereas they were mainly found below 200 m during the daytime. cluster analysis on stations suggested that the sb is an important biological boundary for euphausiid communities. the population structure of e. superba in 2003 was different from that of 2005 and 2008. while large mature individuals dominated in 2003, small immature krill (juveniles and subadult males) were more abundant in 2005 and 2008. further sea-ice extension in the preceding winter in 2005 and 2008 likely provided favourable conditions for spawning and survival. a cluster analysis based on similarity of the maturity stages of e. superba revealed that mature males and gravid females (stage iiic-e) were mainly distributed in the offshore area and mesopelagic zone, while juveniles and subadult males were found in the epipelagic zone of the continental slope area. therefore, it is considered that e. superba migrates to the offshore area and mesopelagic zone as it grows. © 2011 elsevier b.v. and nipr.",,2011,10.1016/j.polar.2011.04.006,
closed,Kawaguchi,spawning,"denys c.j., mcwhinnie m.a.",fecundity and ovarian cycles of the antarctic krill euphausia superba ( crustacea: euphausiacea).,canadian journal of zoology,"number of eggs per female is directly proportional to body length and inversely proportional to the stage of maturity. spawning is biphasic, occurring in 2 closely spaced bursts. maximum total yearly brood size for females 30-50 mm in length is c.200-8800 eggs. after spawning is complete, the ovary reorganizes and reverts to a juvenile appearance within 6 wk. reorganization is followed by a prolonged reproductive diapause. -from authors",,1982,10.1139/z82-309,
closed,Ryabov,spawning,"gao, q; xu, zl; huang, hl; chen, xz; feng, cl; li, lz",geographical distribution and age composition of euphausia superba larvae (crustacea: euphausiacea) in the south shetland islands region and southern scotia sea in relation to environmental conditions,acta oceanologica sinica,"spatial distribution patterns of the different life stages of euphausia superba in the region of the south shetland islands and southern scotia sea (antarctica) were assessed based on scientific survey data collected in january and february of 2010. adults, eggs, nauplii, metanauplii, calyptopis i-iii, and furcilia i-ii were found in the investigation. the abundance of larvae averaged 1 172.8 ind./m(2), with calyptopis i and ii as the dominant stages. habitat occupancy patterns varied among euphausia superba at different stages, and three sub-regionswere identified by cluster analysis. the degree of larval development increased fromwest to east. larvae were not observed north of the south shetland islands. calyptopis i was predominant in the water between elephant island and the south orkney islands, which featured no thermocline. older stages, including calyptopis ii and iii and furcilia i and ii, were common in north and northeast of the south orkney islands, which were characterized by high temperature and high chlorophyll concentration. distribution and abundance of the early life stages of e. superba were associated with specific environmental conditions. according to biota-environment matching (bioenv), the distributions of e. superba larvae were correlated with a combination of temperature at the surface and 200m, and 0-100 mintegrated chlorophyll a concentration.",nov,2013,10.1007/s13131-013-0378-1,
closed,Conroy,spawning,"perry, fa; atkinson, a; sailley, sf; tarling, ga; hill, sl; lucas, ch; mayor, dj",habitat partitioning in antarctic krill: spawning hotspots and nursery areas,plos one,"antarctic krill, euphausia superba, have a circumpolar distribution but are concentrated within the south-west atlantic sector, where they support a unique food web and a commercial fishery. within this sector, our first goal was to produce quantitative distribution maps of all six ontogenetic life stages of krill (eggs, nauplii plus metanauplii, calyptopes, furcilia, juveniles, and adults), based on a compilation of all available post 1970s data. using these maps, we then examined firstly whether ""hotspots"" of egg production and early stage nursery occurred, and secondly whether the available habitat was partitioned between the successive life stages during the austral summer and autumn, when krill densities can be high. to address these questions, we compiled larval krill density records and extracted data spanning 41 years (1976-2016) from the existing krillbase-abundance and krillbase-length-frequency databases. although adult males and females of spawning age were widely distributed, the distribution of eggs, nauplii and metanauplii indicates that spawning is most intense over the shelf and shelf slope. this contrasts with the distributions of calyptope and furcilia larvae, which were concentrated further offshore, mainly in the southern scotia sea. juveniles, however, were strongly concentrated over shelves along the scotia arc. simple environmental analyses based on water depth and mean water temperature suggest that krill associate with different habitats over the course of their life cycle. from the early to late part of the austral season, juvenile distribution moves from ocean to shelf, opposite in direction to that for adults. such habitat partitioning may reduce intraspecific competition for food, which has been suggested to occur when densities are exceptionally high during years of strong recruitment. it also prevents any potential cannibalism by adults on younger stages. understanding the location of krill spawning and juvenile development in relation to potentially overlapping fishing activities is needed to protect the health of the south-west atlantic sector ecosystem.",Jul 24,2019,10.1371/journal.pone.0219325,
closed,Pakhomov,spawning,"vallet, c; labat, jp; smith, m; koubbi, p",interannual variations in euphausiid life stage distribution in the dumont d'urville sea from 2004 to 2008,polar science,"euphausiid larvae were caught by oblique tows of a double-framed bongo net at 118 stations along the coast of terre adelie during every summer from 2004-2008. larvae of euphausia crystallorophias holt and tattersall and thysanoessa macrura g.o. sars were observed in the study area every year in contrast to larvae of euphausia superba which were absent during the entire period of sampling. highest abundances of both species were observed during the summer of 2005 and the lowest in the summer of 2004. larvae of e. crystallorophias dominated every year and comprised more than 80% of the total abundance of euphausiid larvae. within species, the calyptopis stages especially calyptopis 1 of e. crystallorophias dominated compared to furcilia stages of t. macrura which were less abundant. for both species, spatio-temporal variations in abundances of developmental stages were significantly correlated to density and salinity of the deep water layer. in the case of calyptopis 3 of e. crystallorophias, spatio-temporal variations were correlated with the number of days between the end of the sea ice retreat and the sampling day and for t. macrura inversely correlated to temperature of surface water layer. these variations are discussed and related to the timing of sea ice retreat, the sea ice concentration as well as metabolic conditions of adults of both species during their spawning period. (c) 2011 elsevier b.v. and nipr. all rights reserved.",aug,2011,10.1016/j.polar.2011.03.006,
closed,Bahl,spawning,"atkinson, a; hill, sl; pakhomov, ea; siegel, v; reiss, cs; loeb, vj; steinberg, dk; schmidt, k; tarling, ga; gerrish, l; sailley, sf",krill (euphausia superba) distribution contracts southward during rapid regional warming,nature climate change,"high-latitude ecosystems are among the fastest warming on the planet(1). polar species may be sensitive to warming and ice loss, but data are scarce and evidence is conflicting(2-4). here, we show that, within their main population centre in the southwest atlantic sector, the distribution of euphausia superba (hereafter, 'krill') has contracted southward over the past 90 years. near their northern limit, numerical densities have declined sharply and the population has become more concentrated towards the antarctic shelves. a concomitant increase in mean body length reflects reduced recruitment of juvenile krill. we found evidence for environmental controls on recruitment, including a reduced density of juveniles following positive anomalies of the southern annular mode. such anomalies are associated with warm, windy and cloudy weather and reduced sea ice, all of which may hinder egg production and the survival of larval krill(5). however, the total post-larval density has declined less steeply than the density of recruits, suggesting that survival rates of older krill have increased. the changing distribution is already perturbing the krill-centred food web(6) and may affect biogeochemical cycling(7,8). rapid climate change, with associated nonlinear adjustments in the roles of keystone species, poses challenges for the management of valuable polar ecosystems(3).",feb,2019,10.1038/s41558-018-0370-z,
closed,Halfter,spawning,fevolden s.e.,krill off bouvetöya and in the southern weddell sea with a description of larval stages of euphausia crystallorophias,sarsia,"in the austral summer 1978/79 samples of krill were taken off bouvetöya and in the southern weddell sea. off bouvetöya euphausia superba dana was the dominant species, but the population pattern indicates that the individuals found there were expatriates from other areas. for the first time larvae of e. superba were found in significant amounts in the southern weddell sea. except from shallow water and the most southern position, they were equal in abundance to the larvae of e. crystallorophias holt&tattersall. larval stages of the latter are described as is the successive spawning that takes place among the three species of krill found in the southern weddell sea. © 1980 taylor & francis group, llc.",,1980,10.1080/00364827.1980.10431481,
